                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3114,                 1.0857,                 1.3643,                 1.3836,                 1.2917,                 1.3445,                0.68839,                0.71797,                0.72793,                0.40465,                 1.5524,                 1.1196,                 1.5516,                 1.5674,                 1.2673,                 1.5056,              0.0017216,              0.0017216,              0.0017216
                     12,                 1.3067,                 1.0652,                 1.3705,                 1.3663,                 1.2698,                 1.3647,                0.69161,                0.69827,                0.72368,                0.39672,                 1.5368,                 1.1449,                 1.5461,                 1.5318,                 1.3698,                 1.4867,              0.0016906,              0.0016906,              0.0016906
                     13,                 1.2852,                 1.0137,                 1.3437,                 1.3564,                 1.1946,                 1.3408,                 0.7161,                 0.7223,                0.74115,                0.41982,                 1.5387,                 1.0665,                 1.5651,                 1.5501,                  1.175,                 1.5052,              0.0016597,              0.0016597,              0.0016597
                     14,                 1.2567,                0.98355,                 1.3282,                 1.3244,                  1.156,                 1.3195,                0.70704,                0.70455,                0.71495,                0.40194,                 1.5495,                 1.0305,                 1.6088,                 1.5579,                 1.1492,                 1.5814,              0.0016287,              0.0016287,              0.0016287
                     15,                 1.2831,                0.98463,                 1.3365,                 1.3502,                 1.1718,                 1.3335,                0.75976,                0.73409,                0.74338,                 0.4233,                 1.5166,                 1.0422,                 1.5381,                 1.5238,                 1.1964,                 1.5162,              0.0015978,              0.0015978,              0.0015978
                     16,                   1.24,                0.95051,                  1.319,                 1.3175,                 1.1012,                 1.3177,                0.75276,                0.65909,                0.73172,                0.40651,                 1.5606,                 1.0944,                 1.5636,                 1.5226,                 1.3091,                 1.5158,              0.0015669,              0.0015669,              0.0015669
                     17,                 1.2185,                0.91782,                 1.3055,                 1.2977,                 1.0725,                 1.2986,                0.72368,                0.70682,                0.73196,                0.41143,                 1.5159,                 1.0166,                 1.5692,                 1.5315,                 1.1715,                 1.5186,              0.0015359,              0.0015359,              0.0015359
                     18,                 1.1992,                0.89902,                 1.2887,                 1.2753,                   1.07,                 1.3011,                0.66914,                0.73083,                0.72072,                0.40053,                 1.5634,                  1.013,                 1.6018,                 1.5861,                 1.1986,                 1.5562,               0.001505,               0.001505,               0.001505
                     19,                 1.2071,                0.87817,                 1.2856,                 1.2754,                 1.0236,                 1.2949,                0.73637,                0.75682,                0.76435,                0.42901,                  1.539,                0.93817,                 1.5929,                  1.556,                 1.1207,                 1.5515,              0.0014741,              0.0014741,              0.0014741
                     20,                 1.1501,                0.84446,                 1.2619,                 1.2152,                0.99281,                 1.2644,                  0.618,                0.75375,                0.66563,                0.34141,                  1.579,                 1.2102,                 1.6228,                 1.6072,                 1.3702,                 1.6051,              0.0014431,              0.0014431,              0.0014431
                     21,                 1.1503,                0.82324,                 1.2583,                 1.2223,                0.94358,                 1.2657,                0.76927,                0.72273,                0.78292,                0.46482,                  1.474,                0.90674,                 1.5277,                 1.5359,                0.98581,                 1.5421,              0.0014122,              0.0014122,              0.0014122
                     22,                 1.1435,                0.81982,                 1.2486,                 1.2251,                0.94294,                 1.2639,                0.79308,                0.73409,                 0.7964,                0.45972,                 1.4811,                0.90794,                 1.5133,                 1.5407,                 1.0649,                 1.5296,              0.0013813,              0.0013813,              0.0013813
                     23,                 1.1451,                0.80412,                 1.2502,                 1.2081,                0.92284,                 1.2589,                0.79803,                0.74318,                0.80104,                0.44965,                 1.5341,                0.86031,                  1.555,                 1.5765,                 1.0298,                 1.5365,              0.0013503,              0.0013503,              0.0013503
                     24,                 1.1019,                0.76494,                 1.2129,                 1.1738,                0.89979,                 1.2198,                0.77682,                0.70407,                0.76214,                0.42127,                 1.4441,                0.97668,                 1.5167,                 1.4984,                 1.1289,                 1.5283,              0.0013194,              0.0013194,              0.0013194
                     25,                 1.1219,                0.79641,                 1.2324,                 1.1974,                0.90784,                 1.2457,                0.78685,                0.70455,                0.76801,                0.44842,                 1.4284,                0.97781,                 1.4771,                 1.4797,                 1.1155,                 1.4914,              0.0012884,              0.0012884,              0.0012884
                     26,                 1.0948,                0.73984,                 1.2065,                 1.1731,                 0.8381,                 1.2206,                0.74661,                0.57273,                0.63875,                0.32436,                 1.7036,                 1.3253,                 1.6485,                 1.7192,                  1.577,                   1.64,              0.0012575,              0.0012575,              0.0012575
                     27,                 1.0632,                0.73664,                 1.1985,                 1.1428,                0.83217,                 1.2141,                0.78474,                0.73182,                0.76121,                0.42835,                 1.4699,                0.90084,                 1.5388,                 1.5128,                 1.1324,                 1.5413,              0.0012266,              0.0012266,              0.0012266
                     28,                 1.0684,                0.73018,                 1.1906,                 1.1388,                0.82254,                 1.2076,                0.66754,                0.62061,                0.65015,                0.34905,                 1.5652,                 1.1692,                  1.645,                 1.5694,                 1.3814,                 1.5863,              0.0011956,              0.0011956,              0.0011956
                     29,                 1.0315,                0.69803,                 1.1796,                 1.0946,                0.79672,                 1.1934,                0.78859,                0.76297,                0.81693,                0.48033,                 1.4545,                0.84779,                 1.5068,                 1.4958,                 1.0203,                 1.5205,              0.0011647,              0.0011647,              0.0011647
                     30,                 1.0247,                0.68231,                 1.1687,                 1.0879,                0.77318,                 1.1853,                0.76187,                0.64318,                0.72457,                0.38638,                  1.615,                 1.1228,                 1.5803,                 1.6312,                 1.3806,                 1.5753,              0.0011337,              0.0011337,              0.0011337
                     31,                 1.0124,                0.67796,                 1.1643,                 1.0833,                 0.7577,                 1.1827,                0.75932,                0.77045,                0.81221,                0.44657,                 1.4677,                0.87962,                 1.5379,                 1.5548,                 1.0178,                 1.5722,              0.0011028,              0.0011028,              0.0011028
                     32,                0.99578,                0.66359,                 1.1497,                 1.0699,                0.75653,                 1.1704,                0.80152,                0.74343,                0.79615,                0.46943,                 1.4488,                0.82148,                 1.5016,                  1.513,                0.93971,                 1.5127,              0.0010719,              0.0010719,              0.0010719
                     33,                0.98702,                0.65014,                 1.1491,                 1.0556,                0.75289,                 1.1696,                0.76782,                0.72155,                0.77422,                0.45258,                 1.4519,                0.90588,                 1.5093,                 1.5106,                  1.071,                 1.5208,              0.0010409,              0.0010409,              0.0010409
                     34,                0.94812,                0.62202,                 1.1196,                 1.0156,                0.71273,                  1.134,                0.73766,                0.79243,                0.80289,                0.47624,                 1.4542,                0.81455,                 1.5225,                 1.4775,                0.98475,                 1.4975,                0.00101,                0.00101,                0.00101
                     35,                 0.9541,                0.62024,                 1.1232,                 1.0259,                0.70255,                 1.1427,                0.79517,                0.80288,                0.83101,                0.49838,                 1.4116,                0.78304,                 1.4661,                 1.4542,                0.90632,                 1.4498,             0.00097906,             0.00097906,             0.00097906
                     36,                0.92597,                0.60373,                 1.1095,                0.99146,                0.67642,                 1.1278,                0.80361,                0.78118,                0.81306,                0.46843,                 1.4107,                0.83355,                 1.4847,                 1.4544,                0.94376,                 1.4877,             0.00094812,             0.00094812,             0.00094812
                     37,                0.92615,                0.60903,                 1.1075,                 1.0021,                0.67685,                 1.1314,                0.79155,                0.76809,                0.80078,                0.46993,                 1.4478,                0.89207,                 1.4686,                 1.5081,                 1.0317,                 1.4907,             0.00091719,             0.00091719,             0.00091719
                     38,                0.92829,                0.60288,                 1.1008,                 1.0025,                0.67782,                 1.1245,                0.79231,                0.77167,                0.80105,                0.44833,                 1.4965,                0.84754,                 1.5485,                  1.549,                0.96727,                 1.5648,             0.00088625,             0.00088625,             0.00088625
                     39,                0.92595,                0.58613,                 1.1056,                0.99138,                0.63721,                 1.1271,                0.75894,                0.76562,                0.80492,                0.46956,                 1.4233,                0.81231,                 1.5105,                 1.4772,                0.95265,                 1.5336,             0.00085531,             0.00085531,             0.00085531
                     40,                0.90545,                  0.575,                 1.0997,                0.98244,                0.65061,                 1.1202,                0.81533,                0.79773,                0.81931,                 0.4735,                 1.5077,                0.78668,                 1.5535,                   1.54,                0.91304,                 1.5179,             0.00082438,             0.00082438,             0.00082438
                     41,                0.87641,                0.55965,                 1.0778,                0.95007,                0.62211,                 1.0994,                0.73096,                0.69158,                0.71328,                 0.3956,                 1.5595,                 1.0107,                 1.6899,                 1.5657,                 1.2181,                 1.6122,             0.00079344,             0.00079344,             0.00079344
                     42,                0.85714,                0.53933,                 1.0698,                0.92281,                0.61134,                 1.0873,                0.81728,                0.76818,                0.81224,                0.48381,                 1.4258,                0.87909,                 1.4997,                 1.4802,                 1.0341,                  1.502,              0.0007625,              0.0007625,              0.0007625
                     43,                0.87414,                0.56535,                  1.078,                0.94947,                0.61387,                 1.0972,                0.80217,                0.73409,                0.79756,                0.47423,                 1.4733,                0.89897,                 1.5222,                 1.5348,                 1.0285,                  1.532,             0.00073156,             0.00073156,             0.00073156
                     44,                0.85027,                0.54217,                 1.0643,                0.92604,                0.60697,                 1.0875,                 0.7971,                0.78572,                0.78639,                0.44179,                 1.4876,                0.83104,                 1.5692,                 1.5504,                 1.0431,                 1.5642,             0.00070063,             0.00070063,             0.00070063
                     45,                0.85066,                0.55419,                 1.0672,                0.92604,                0.60207,                  1.091,                 0.8026,                0.76695,                0.80006,                0.46095,                 1.4672,                0.82795,                 1.5562,                 1.4943,                0.98866,                 1.5326,             0.00066969,             0.00066969,             0.00066969
                     46,                0.82495,                0.52302,                 1.0539,                0.90103,                0.57126,                 1.0789,                0.82264,                0.79318,                0.83767,                0.48985,                 1.4607,                0.77145,                 1.5351,                 1.5275,                0.90314,                 1.5437,             0.00063875,             0.00063875,             0.00063875
                     47,                0.80438,                0.51722,                 1.0449,                 0.8657,                0.58065,                 1.0673,                0.81567,                0.79091,                0.84167,                0.48972,                 1.4498,                 0.8024,                 1.5154,                 1.5048,                0.94833,                  1.528,             0.00060781,             0.00060781,             0.00060781
                     48,                0.80586,                0.50492,                  1.044,                0.87101,                0.55654,                 1.0681,                0.80594,                0.78182,                0.82232,                0.45781,                 1.5231,                0.84192,                 1.5684,                 1.5903,                  1.009,                 1.5852,             0.00057688,             0.00057688,             0.00057688
                     49,                 0.8005,                0.49164,                   1.03,                0.86843,                0.54159,                 1.0549,                0.81729,                0.81331,                0.84135,                0.48616,                 1.4749,                0.77938,                 1.5475,                 1.5344,                0.94014,                 1.5679,             0.00054594,             0.00054594,             0.00054594
                     50,                0.78416,                0.49633,                 1.0322,                0.84333,                0.56265,                 1.0548,                0.84285,                0.73864,                  0.819,                0.48349,                 1.4709,                0.83528,                 1.5515,                 1.4834,                  1.016,                  1.525,               0.000515,               0.000515,               0.000515
                     51,                0.77117,                0.47623,                 1.0212,                0.83627,                0.51348,                 1.0448,                0.79383,                0.79773,                 0.8308,                0.47778,                 1.4735,                0.80089,                 1.5427,                   1.53,                0.97662,                 1.5837,             0.00048406,             0.00048406,             0.00048406
                     52,                 0.7541,                0.47899,                 1.0173,                0.82409,                0.52166,                 1.0437,                0.81936,                0.80407,                 0.8546,                0.50213,                 1.4733,                0.78058,                 1.5576,                 1.5612,                0.92459,                 1.6004,             0.00045313,             0.00045313,             0.00045313
                     53,                0.74181,                0.47527,                 1.0114,                0.80344,                0.52261,                 1.0345,                0.85439,                0.77045,                0.84115,                0.48836,                 1.4645,                0.80542,                  1.554,                 1.5248,                0.95594,                 1.5566,             0.00042219,             0.00042219,             0.00042219
                     54,                0.71907,                 0.4555,                0.99678,                0.77646,                0.50213,                 1.0198,                0.84657,                0.79002,                0.85258,                0.51211,                 1.4479,                0.77685,                 1.5313,                 1.4858,                0.92213,                 1.5312,             0.00039125,             0.00039125,             0.00039125
                     55,                0.66266,                0.37657,                0.93655,                0.69693,                0.35601,                0.94852,                 0.7927,                0.77273,                0.81569,                0.47162,                 1.4852,                0.78037,                 1.6219,                  1.531,                0.94569,                 1.6231,             0.00036031,             0.00036031,             0.00036031
                     56,                0.61078,                0.33796,                0.92075,                0.63878,                0.30747,                0.92887,                0.80255,                0.77727,                0.81766,                 0.4847,                 1.4818,                0.78211,                 1.5827,                 1.5365,                0.97253,                 1.5844,             0.00032938,             0.00032938,             0.00032938
                     57,                0.59629,                0.33094,                0.91374,                0.62231,                0.30705,                0.92221,                0.79083,                0.78636,                0.83078,                0.47891,                 1.4891,                  0.819,                 1.5883,                  1.532,                 1.0051,                 1.5841,             0.00029844,             0.00029844,             0.00029844
                     58,                0.58686,                0.32513,                0.90636,                0.61477,                0.28773,                0.91364,                0.85677,                0.77492,                0.84028,                0.48307,                 1.4629,                0.77523,                 1.5688,                 1.4972,                0.98391,                 1.5582,              0.0002675,              0.0002675,              0.0002675
                     59,                0.56605,                0.31791,                0.89376,                0.59007,                0.27846,                0.89972,                0.85233,                0.80909,                0.85325,                 0.4778,                 1.4931,                0.78921,                 1.6021,                 1.5465,                 0.9595,                  1.601,             0.00023656,             0.00023656,             0.00023656
                     60,                0.55218,                0.31012,                 0.8907,                0.57746,                0.27201,                0.89941,                0.85625,                0.77163,                0.83827,                0.47274,                 1.4931,                0.82765,                 1.6181,                 1.5487,                0.99584,                 1.6089,             0.00020562,             0.00020562,             0.00020562
                     61,                0.54689,                0.30603,                0.89116,                0.56788,                0.27394,                0.89849,                0.82822,                0.79318,                0.84843,                 0.4913,                 1.4851,                0.80958,                 1.5976,                 1.5425,                0.96731,                 1.5995,             0.00017469,             0.00017469,             0.00017469
                     62,                 0.5356,                0.30083,                0.88108,                 0.5595,                0.26937,                0.88607,                0.82704,                0.80418,                0.83682,                0.46978,                 1.5141,                0.82092,                 1.6562,                  1.596,                0.96471,                   1.65,             0.00014375,             0.00014375,             0.00014375
                     63,                0.50796,                0.28895,                0.87366,                0.52933,                0.25334,                0.87883,                0.81415,                0.78651,                0.84624,                0.48175,                 1.5058,                0.79731,                 1.6624,                 1.5373,                 1.0122,                 1.6111,             0.00011281,             0.00011281,             0.00011281
                     64,                0.51385,                0.29094,                0.87356,                0.53139,                0.26333,                0.87713,                0.82786,                 0.7979,                0.83192,                0.47359,                 1.5084,                0.81377,                 1.6693,                 1.5525,                 1.0148,                 1.6338,             8.1875e-05,             8.1875e-05,             8.1875e-05
