                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.96745,                0.64069,                 1.1208,                 1.0504,                0.72224,                 1.1432,                0.81927,                0.79545,                0.82477,                0.48044,                 1.4235,                0.74834,                 1.4742,                 1.4367,                0.81667,                 1.4228,                0.00101,                0.00101,                0.00101
                     35,                0.95711,                0.63848,                  1.122,                 1.0277,                0.71773,                  1.143,                0.81145,                 0.8149,                0.85195,                0.46565,                  1.458,                0.78113,                 1.5017,                  1.474,                0.87054,                 1.4535,             0.00097906,             0.00097906,             0.00097906
                     36,                0.93337,                0.61715,                 1.1037,                 1.0129,                0.69185,                 1.1248,                0.76937,                0.78588,                0.80321,                 0.4633,                 1.4054,                0.77498,                 1.4351,                 1.4197,                0.92292,                 1.3905,             0.00094812,             0.00094812,             0.00094812
                     37,                 0.9294,                0.61693,                 1.0996,                 1.0095,                0.68755,                 1.1239,                0.79694,                0.81133,                0.83663,                 0.4772,                 1.4612,                0.78481,                 1.4642,                 1.4423,                0.91309,                 1.3902,             0.00091719,             0.00091719,             0.00091719
                     38,                0.90317,                0.58898,                 1.0878,                0.98032,                0.65615,                 1.1079,                0.84067,                0.74831,                0.81357,                0.47203,                 1.4209,                0.77449,                 1.4435,                 1.4368,                0.88339,                 1.4152,             0.00088625,             0.00088625,             0.00088625
                     39,                0.88644,                  0.579,                 1.0753,                0.96617,                0.64375,                 1.1054,                 0.8268,                0.79179,                0.85118,                0.49592,                 1.4227,                0.73579,                  1.456,                 1.4299,                0.80429,                 1.4138,             0.00085531,             0.00085531,             0.00085531
                     40,                0.88811,                0.57695,                 1.0731,                0.97482,                0.65869,                 1.1075,                0.79392,                0.77791,                0.79628,                0.43684,                 1.5003,                0.80848,                 1.5232,                  1.544,                0.91312,                 1.5207,             0.00082438,             0.00082438,             0.00082438
                     41,                0.86884,                0.56048,                 1.0657,                0.94682,                0.62469,                 1.0977,                0.77404,                 0.8101,                0.80201,                0.46135,                 1.4652,                0.77322,                 1.4949,                  1.485,                0.91527,                  1.436,             0.00079344,             0.00079344,             0.00079344
                     42,                0.87218,                0.56151,                 1.0752,                0.94926,                0.62157,                 1.0962,                0.83147,                0.77088,                0.82946,                0.48765,                 1.4071,                 0.7766,                 1.4522,                  1.456,                0.83943,                  1.448,              0.0007625,              0.0007625,              0.0007625
                     43,                0.85568,                0.54046,                 1.0591,                 0.9328,                0.59665,                 1.0873,                0.83804,                0.75721,                0.81156,                0.47237,                 1.4625,                0.74732,                 1.5111,                  1.503,                0.84214,                 1.5003,             0.00073156,             0.00073156,             0.00073156
                     44,                0.84992,                0.55019,                 1.0599,                0.92988,                0.60913,                 1.0915,                0.84731,                0.81374,                0.83564,                0.49231,                 1.3779,                0.71897,                 1.4357,                 1.3792,                0.83334,                 1.3898,             0.00070063,             0.00070063,             0.00070063
                     45,                0.82968,                0.53961,                  1.056,                0.90294,                0.57681,                 1.0816,                0.81279,                0.83654,                 0.8254,                0.48588,                  1.421,                0.69102,                 1.4588,                 1.4581,                0.75508,                 1.4461,             0.00066969,             0.00066969,             0.00066969
                     46,                0.82837,                 0.5179,                 1.0465,                0.91047,                0.56165,                 1.0837,                0.83408,                0.80048,                0.83201,                0.48347,                 1.4203,                0.70202,                 1.4856,                 1.4449,                0.80104,                  1.473,             0.00063875,             0.00063875,             0.00063875
                     47,                 0.7969,                0.50992,                 1.0332,                0.87778,                0.56388,                 1.0717,                 0.8409,                0.77504,                0.82529,                0.48713,                 1.3734,                0.69581,                 1.4525,                 1.3975,                0.84056,                  1.437,             0.00060781,             0.00060781,             0.00060781
                     48,                 0.7951,                0.50047,                 1.0215,                0.86241,                0.54383,                 1.0575,                0.85861,                0.76923,                0.83984,                0.48387,                 1.4292,                0.71136,                 1.4817,                 1.4604,                0.82547,                 1.4666,             0.00057688,             0.00057688,             0.00057688
                     49,                0.78668,                0.50032,                 1.0244,                0.85508,                0.53928,                 1.0549,                0.84414,                 0.8072,                0.83024,                0.49801,                 1.3953,                 0.6949,                 1.4555,                 1.4272,                0.80766,                 1.4369,             0.00054594,             0.00054594,             0.00054594
                     50,                0.77988,                0.49471,                 1.0201,                0.85521,                0.52815,                 1.0509,                0.78295,                0.85096,                0.84838,                0.49437,                 1.3976,                0.67716,                 1.4722,                 1.4272,                0.77947,                  1.458,               0.000515,               0.000515,               0.000515
                     51,                0.77462,                0.48997,                 1.0193,                0.84982,                0.52935,                 1.0579,                0.80184,                0.84623,                0.82772,                0.48109,                 1.4277,                0.71295,                 1.4639,                 1.4611,                0.84456,                 1.4485,             0.00048406,             0.00048406,             0.00048406
                     52,                0.74487,                0.47102,                0.99862,                0.81312,                0.50892,                 1.0309,                0.81989,                0.83173,                0.81311,                 0.4732,                 1.4379,                0.73599,                 1.4961,                 1.4478,                0.84295,                 1.4521,             0.00045313,             0.00045313,             0.00045313
                     53,                0.74413,                0.46785,                 1.0033,                0.81236,                0.50125,                 1.0331,                0.81529,                0.82761,                0.82411,                0.46926,                 1.4557,                 0.6942,                 1.5512,                 1.4845,                0.77365,                 1.5278,             0.00042219,             0.00042219,             0.00042219
                     54,                0.75527,                0.46851,                 1.0135,                  0.827,                0.50345,                 1.0453,                0.81878,                0.82542,                0.81292,                0.47194,                 1.4308,                0.71233,                 1.5107,                  1.446,                0.84292,                 1.4718,             0.00039125,             0.00039125,             0.00039125
                     55,                0.68964,                0.38412,                0.94799,                0.72728,                0.35049,                0.96457,                0.86951,                0.77404,                0.82801,                0.48052,                 1.4174,                0.68963,                 1.5042,                 1.4571,                0.79206,                 1.4794,             0.00036031,             0.00036031,             0.00036031
                     56,                0.61433,                0.34591,                0.92299,                0.64919,                0.31831,                0.93593,                0.84125,                0.81971,                0.82798,                0.48329,                 1.4408,                0.69101,                 1.5455,                 1.4598,                0.76058,                 1.5144,             0.00032938,             0.00032938,             0.00032938
                     57,                 0.5937,                0.33462,                0.90761,                0.62375,                0.30417,                0.92043,                0.84219,                0.76971,                0.81725,                0.46046,                 1.4739,                0.72577,                  1.537,                 1.5343,                0.82043,                 1.5315,             0.00029844,             0.00029844,             0.00029844
                     58,                0.58025,                0.32705,                0.90065,                0.61206,                0.28324,                0.91586,                0.88372,                0.79808,                0.81771,                0.47491,                 1.4423,                0.67446,                 1.5424,                 1.4648,                0.77825,                 1.5157,              0.0002675,              0.0002675,              0.0002675
                     59,                0.56292,                0.31241,                0.89448,                 0.5924,                0.26314,                0.90452,                 0.8438,                0.80508,                0.81582,                0.46641,                 1.4714,                0.69898,                 1.5429,                 1.4984,                0.81764,                 1.5291,             0.00023656,             0.00023656,             0.00023656
                     60,                0.55182,                0.30787,                0.88906,                0.58276,                0.26184,                0.90077,                0.83646,                0.79919,                0.80986,                0.46548,                 1.4508,                0.72105,                 1.5616,                 1.4953,                 0.8049,                 1.5447,             0.00020562,             0.00020562,             0.00020562
                     61,                0.53941,                0.30632,                0.88386,                0.57032,                0.26377,                0.89561,                0.83547,                0.83007,                0.83691,                0.47575,                   1.47,                0.70016,                  1.571,                 1.5062,                0.78523,                  1.536,             0.00017469,             0.00017469,             0.00017469
                     62,                0.52842,                 0.2977,                0.87829,                0.55448,                0.25859,                0.88946,                0.85667,                0.81971,                0.82519,                0.47145,                 1.4466,                0.68364,                 1.5651,                 1.4852,                0.75205,                 1.5462,             0.00014375,             0.00014375,             0.00014375
                     63,                0.52273,                0.29246,                0.87777,                0.54744,                0.24942,                0.88756,                0.81978,                0.83101,                0.83097,                0.47665,                 1.4462,                 0.6824,                 1.5503,                 1.4762,                0.78273,                 1.5274,             0.00011281,             0.00011281,             0.00011281
                     64,                0.51016,                0.28817,                0.87388,                0.53249,                0.23631,                0.88219,                 0.8282,                0.82278,                 0.8277,                0.47977,                  1.418,                0.67661,                 1.5411,                 1.4617,                0.75401,                 1.5218,             8.1875e-05,             8.1875e-05,             8.1875e-05
