                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8533,                 3.3791,                   1.93,                 1.5182,                 7.1246,                 1.6702,                0.24262,                0.14968,                0.12771,                0.05227,                 1.9928,                 3.5438,                 2.3956,                  1.619,                 9.8563,                 1.8361,             0.00066245,             0.00066245,             0.00066245
                      2,                 1.7971,                 2.9333,                 1.9502,                 1.4887,                 6.4265,                 1.6666,                0.26504,                0.30328,                0.18765,                0.09764,                 1.7446,                 2.9656,                 1.9291,                 1.4404,                 8.0509,                 1.5254,              0.0006712,              0.0006712,              0.0006712
