                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3241,                 1.0617,                 1.3429,                 1.3872,                 1.2685,                 1.3241,                 0.6968,                0.68333,                0.70801,                0.39207,                 1.5098,                 1.2257,                 1.4896,                 1.5927,                 1.4348,                 1.4613,              0.0017216,              0.0017216,              0.0017216
                     12,                 1.3073,                  1.052,                 1.3454,                 1.3691,                 1.2386,                 1.3322,                0.43852,                0.36875,                0.32397,                0.14707,                 1.9856,                 2.3197,                 1.7957,                 1.9194,                 2.9958,                  1.689,              0.0016906,              0.0016906,              0.0016906
                     13,                 1.2706,                0.99387,                 1.3081,                 1.3478,                  1.167,                 1.3077,                0.65593,                0.69375,                 0.6978,                0.37971,                 1.5285,                 1.1833,                 1.5057,                 1.6116,                 1.3567,                  1.485,              0.0016597,              0.0016597,              0.0016597
                     14,                 1.2866,                 1.0175,                 1.3186,                 1.3618,                 1.1765,                 1.3037,                0.67167,                0.65833,                0.67955,                0.36072,                 1.5811,                 1.2631,                 1.5594,                 1.5508,                  1.495,                 1.4771,              0.0016287,              0.0016287,              0.0016287
                     15,                 1.2548,                0.95261,                 1.3007,                 1.3155,                 1.1104,                 1.2791,                0.63685,                0.69583,                0.70141,                0.38571,                 1.5373,                 1.1931,                 1.5142,                 1.5972,                 1.3517,                   1.51,              0.0015978,              0.0015978,              0.0015978
                     16,                 1.2314,                0.94197,                 1.2921,                 1.3074,                 1.1027,                 1.2913,                0.71775,                0.64375,                0.70662,                0.39252,                 1.5302,                 1.2417,                 1.5231,                 1.5747,                 1.4681,                 1.4882,              0.0015669,              0.0015669,              0.0015669
                     17,                  1.228,                0.89603,                 1.2854,                 1.2928,                 1.0542,                 1.2782,                0.74283,                0.73958,                0.76664,                0.41144,                 1.5586,                 1.0257,                 1.5639,                 1.6325,                 1.2569,                 1.5771,              0.0015359,              0.0015359,              0.0015359
                     18,                 1.1842,                0.87253,                 1.2638,                 1.2601,                0.98393,                 1.2634,                0.76705,                0.76458,                0.81133,                0.44825,                 1.5078,                 1.0561,                 1.4874,                 1.5665,                 1.1297,                 1.4873,               0.001505,               0.001505,               0.001505
                     19,                 1.2166,                 0.8902,                  1.275,                 1.2875,                 1.0462,                 1.2838,                0.71895,                 0.6555,                 0.7143,                0.37962,                 1.6518,                 1.0858,                 1.6049,                  1.708,                 1.3056,                 1.6134,              0.0014741,              0.0014741,              0.0014741
                     20,                 1.1344,                0.83796,                  1.218,                 1.2123,                0.94952,                 1.2343,                0.77465,                0.69375,                0.75372,                0.41404,                  1.538,                  1.068,                 1.5404,                 1.6003,                  1.276,                 1.5158,              0.0014431,              0.0014431,              0.0014431
                     21,                 1.1495,                0.82512,                 1.2252,                 1.2155,                0.92964,                  1.229,                0.76358,                0.72668,                0.76538,                 0.3901,                 1.6292,                 1.1265,                 1.6033,                 1.7016,                  1.264,                 1.6058,              0.0014122,              0.0014122,              0.0014122
                     22,                 1.1185,                0.79665,                 1.2103,                 1.1962,                0.90131,                  1.219,                0.69651,                0.65417,                0.67512,                0.37698,                 1.5532,                 1.2462,                 1.5055,                 1.6007,                 1.5013,                 1.4732,              0.0013813,              0.0013813,              0.0013813
                     23,                 1.1357,                0.80353,                 1.2273,                  1.207,                0.91183,                 1.2304,                0.70496,                 0.7375,                 0.7225,                0.36998,                 1.6571,                 1.0891,                 1.6233,                 1.7272,                 1.2763,                 1.6024,              0.0013503,              0.0013503,              0.0013503
                     24,                 1.0988,                0.77169,                  1.211,                 1.1748,                0.88842,                 1.2234,                0.78215,                0.69561,                0.76548,                 0.3993,                 1.6331,                 1.0707,                 1.6038,                 1.6938,                 1.2728,                 1.6187,              0.0013194,              0.0013194,              0.0013194
                     25,                 1.0969,                0.74748,                 1.2027,                 1.1799,                0.85496,                 1.2221,                0.72473,                0.68564,                0.71924,                0.37557,                 1.6598,                 1.0596,                 1.6524,                 1.7012,                  1.319,                 1.6039,              0.0012884,              0.0012884,              0.0012884
                     26,                 1.0576,                0.74434,                 1.1688,                 1.1315,                0.85536,                 1.1735,                0.80852,                0.74792,                0.78579,                0.43234,                 1.5626,                0.98479,                 1.5484,                 1.6026,                 1.1265,                 1.5138,              0.0012575,              0.0012575,              0.0012575
                     27,                 1.0659,                0.71622,                 1.1698,                 1.1315,                0.80578,                 1.1823,                0.79717,                0.68125,                0.75331,                0.40796,                 1.5784,                 1.0867,                 1.5199,                 1.6422,                 1.1986,                   1.53,              0.0012266,              0.0012266,              0.0012266
                     28,                 1.0412,                0.69652,                 1.1588,                 1.1152,                0.77748,                 1.1712,                0.80977,                0.77083,                0.81322,                0.47539,                  1.466,                0.89975,                 1.4851,                 1.5205,                 1.0206,                  1.505,              0.0011956,              0.0011956,              0.0011956
                     29,                 1.0169,                0.68962,                 1.1475,                 1.1026,                0.79143,                 1.1605,                0.67226,                0.73501,                0.71864,                0.40548,                 1.5434,                 1.0372,                  1.577,                 1.5545,                 1.2683,                 1.5028,              0.0011647,              0.0011647,              0.0011647
                     30,                 1.0289,                  0.676,                 1.1577,                 1.0967,                0.75086,                 1.1713,                0.72125,                 0.7375,                0.74476,                0.40273,                 1.6364,                0.95788,                 1.6751,                 1.6911,                 1.2068,                 1.6381,              0.0011337,              0.0011337,              0.0011337
                     31,                 1.0014,                0.67294,                 1.1353,                 1.0804,                0.74743,                 1.1546,                0.80217,                0.76872,                0.81095,                0.44366,                 1.5679,                 0.9191,                 1.5637,                 1.6098,                 1.0544,                 1.5198,              0.0011028,              0.0011028,              0.0011028
                     32,                0.99626,                0.65576,                 1.1243,                  1.074,                0.72364,                 1.1393,                0.82847,                 0.7625,                  0.814,                0.44622,                  1.525,                0.90338,                 1.5251,                 1.6157,                0.99658,                 1.5328,              0.0010719,              0.0010719,              0.0010719
                     33,                0.99329,                0.65346,                 1.1282,                 1.0608,                0.73603,                 1.1482,                0.81381,                0.75625,                0.79082,                 0.4336,                 1.5423,                0.91104,                  1.558,                 1.6152,                 1.0498,                 1.5529,              0.0010409,              0.0010409,              0.0010409
                     34,                0.96792,                0.63746,                  1.119,                 1.0404,                0.73226,                 1.1309,                0.74217,                0.70625,                0.73233,                0.37037,                  1.732,                 1.1601,                 1.6553,                 1.7564,                 1.3575,                 1.6325,                0.00101,                0.00101,                0.00101
                     35,                0.95527,                0.61947,                 1.1044,                 1.0239,                0.68963,                 1.1198,                0.83092,                  0.775,                0.82615,                0.46426,                 1.4844,                0.88618,                 1.5073,                 1.5501,                0.97659,                 1.5073,             0.00097906,             0.00097906,             0.00097906
                     36,                 0.9268,                0.58782,                 1.0929,                0.99783,                0.64358,                 1.1107,                0.84408,                0.75564,                 0.7962,                0.44684,                 1.5591,                0.90007,                 1.5542,                 1.5823,                 1.0981,                 1.5255,             0.00094812,             0.00094812,             0.00094812
                     37,                0.91797,                0.59633,                 1.0845,                0.98911,                0.65456,                  1.104,                0.81171,                0.77708,                0.80673,                0.45679,                 1.5143,                0.92764,                 1.5631,                 1.5912,                 1.0858,                 1.5672,             0.00091719,             0.00091719,             0.00091719
                     38,                0.91025,                0.58624,                 1.0821,                0.97336,                0.63425,                 1.0929,                0.84196,                0.72708,                0.79935,                 0.4407,                 1.5804,                0.91311,                 1.5829,                 1.6465,                 1.0397,                 1.5825,             0.00088625,             0.00088625,             0.00088625
                     39,                0.89576,                0.58152,                 1.0788,                0.97272,                0.62838,                 1.0926,                 0.8359,                 0.8065,                 0.8179,                0.46153,                 1.5307,                0.86999,                 1.5745,                 1.5728,                  1.017,                 1.5361,             0.00085531,             0.00085531,             0.00085531
                     40,                0.87949,                0.56502,                 1.0678,                0.96166,                  0.619,                 1.0848,                 0.7969,                0.71117,                0.76532,                0.40822,                 1.6225,                  1.026,                 1.6258,                 1.6732,                 1.1561,                 1.5921,             0.00082438,             0.00082438,             0.00082438
                     41,                0.87085,                 0.5592,                  1.062,                 0.9535,                0.60902,                 1.0793,                0.83897,                   0.75,                0.80054,                0.46449,                 1.5127,                0.90254,                 1.5492,                 1.5598,                 1.0738,                 1.5237,             0.00079344,             0.00079344,             0.00079344
                     42,                0.85627,                 0.5368,                 1.0557,                0.92582,                0.58004,                 1.0748,                0.75374,                 0.7652,                0.78096,                0.43317,                 1.5538,                 0.9406,                 1.5927,                 1.6059,                 1.0874,                   1.59,              0.0007625,              0.0007625,              0.0007625
                     43,                0.84977,                0.54306,                 1.0526,                0.91237,                0.59072,                  1.068,                0.80028,                0.80208,                0.82155,                0.45944,                 1.5614,                0.83016,                 1.6184,                 1.6107,                0.95377,                 1.6098,             0.00073156,             0.00073156,             0.00073156
                     44,                0.84074,                0.53234,                  1.056,                0.91117,                0.57447,                 1.0727,                 0.8124,                0.77917,                0.81538,                0.46031,                 1.5053,                0.86814,                 1.5218,                 1.5873,                0.98987,                 1.5458,             0.00070063,             0.00070063,             0.00070063
                     45,                0.83344,                 0.5321,                 1.0433,                0.91148,                0.56968,                 1.0681,                0.78802,                0.78542,                0.80271,                0.45555,                 1.5562,                0.86932,                 1.5802,                 1.6083,                 1.0326,                 1.5813,             0.00066969,             0.00066969,             0.00066969
                     46,                 0.8374,                0.52491,                 1.0505,                0.91609,                0.56117,                 1.0779,                0.79624,                0.79792,                 0.8097,                0.44548,                 1.5567,                0.86673,                 1.5935,                 1.6064,                 1.0285,                 1.5957,             0.00063875,             0.00063875,             0.00063875
                     47,                0.80996,                0.51847,                  1.032,                0.87729,                0.54561,                 1.0517,                0.84006,                0.77292,                0.83413,                0.47221,                  1.501,                 0.8387,                 1.5772,                 1.5791,                0.97077,                  1.597,             0.00060781,             0.00060781,             0.00060781
                     48,                0.79913,                0.50507,                 1.0333,                0.86919,                0.53021,                 1.0501,                0.81189,                0.78958,                0.79624,                0.45222,                 1.5438,                0.89455,                 1.5736,                 1.6479,                 1.0124,                 1.6298,             0.00057688,             0.00057688,             0.00057688
                     49,                0.78544,                 0.4845,                  1.016,                 0.8476,                0.50504,                 1.0322,                0.85192,                0.76708,                0.82356,                0.46448,                 1.5673,                0.84335,                 1.6308,                 1.6353,                  1.008,                 1.6202,             0.00054594,             0.00054594,             0.00054594
                     50,                0.77891,                0.49551,                 1.0231,                0.84553,                0.52367,                 1.0414,                0.83832,                0.72372,                0.79793,                0.43736,                 1.5703,                0.89608,                 1.6188,                 1.6475,                 1.0583,                 1.6264,               0.000515,               0.000515,               0.000515
                     51,                0.76852,                0.47815,                 1.0125,                0.83292,                0.49902,                 1.0286,                0.81417,                0.76672,                0.80468,                0.45537,                 1.5671,                0.91911,                 1.6061,                 1.6011,                  1.052,                 1.5762,             0.00048406,             0.00048406,             0.00048406
                     52,                0.77332,                0.47562,                 1.0177,                0.84043,                0.51692,                 1.0365,                0.85177,                0.80206,                0.83403,                0.48096,                  1.533,                0.84186,                 1.5729,                 1.5949,                0.96214,                  1.594,             0.00045313,             0.00045313,             0.00045313
                     53,                0.72686,                0.45692,                0.98982,                0.79243,                0.47847,                 1.0064,                0.83169,                0.79375,                0.82051,                0.45419,                 1.5624,                0.83541,                 1.6439,                 1.6301,                0.97872,                 1.6196,             0.00042219,             0.00042219,             0.00042219
                     54,                 0.7278,                0.45197,                0.99877,                0.79969,                0.48364,                 1.0202,                0.82102,                0.80833,                0.82684,                0.46446,                 1.5248,                0.85141,                 1.6012,                 1.6032,                0.98102,                 1.6079,             0.00039125,             0.00039125,             0.00039125
                     55,                0.65519,                 0.3734,                0.94056,                0.68628,                0.33826,                0.95064,                0.78897,                0.77917,                0.79285,                0.44105,                 1.5613,                0.88115,                 1.6398,                 1.6342,                 1.0182,                 1.6401,             0.00036031,             0.00036031,             0.00036031
                     56,                0.62001,                 0.3451,                0.92597,                0.64517,                0.30271,                0.93207,                0.87701,                 0.7428,                0.81517,                0.46204,                  1.538,                0.87127,                 1.5772,                 1.6088,                 1.0104,                 1.5895,             0.00032938,             0.00032938,             0.00032938
                     57,                0.59724,                0.33089,                0.91367,                0.62129,                0.29176,                0.92019,                0.81174,                0.80845,                0.81644,                0.46079,                  1.532,                   0.82,                 1.6085,                  1.623,                0.92881,                 1.6366,             0.00029844,             0.00029844,             0.00029844
                     58,                0.58111,                0.32393,                0.90554,                0.59989,                0.26749,                0.90953,                0.87288,                0.77252,                0.83885,                0.47256,                 1.5197,                0.83815,                 1.6072,                 1.5881,                0.98533,                 1.6094,              0.0002675,              0.0002675,              0.0002675
                     59,                0.55201,                0.31565,                0.89584,                0.57462,                0.27474,                0.90216,                0.86535,                0.79375,                0.83992,                 0.4673,                 1.5352,                0.84008,                 1.6504,                 1.6067,                0.95047,                  1.657,             0.00023656,             0.00023656,             0.00023656
                     60,                0.56232,                0.31154,                   0.89,                0.58594,                0.26894,                0.89388,                0.81422,                0.80625,                0.83504,                0.45726,                 1.5559,                0.86506,                 1.6663,                 1.6376,                  1.014,                 1.6486,             0.00020562,             0.00020562,             0.00020562
                     61,                0.54262,                 0.2998,                0.88005,                0.56365,                0.25057,                0.88489,                0.88402,                0.79792,                0.84628,                0.48521,                 1.5355,                0.83977,                  1.629,                 1.5993,                0.93893,                 1.6104,             0.00017469,             0.00017469,             0.00017469
                     62,                0.52688,                0.29428,                0.88053,                 0.5468,                0.24476,                 0.8846,                 0.8468,                0.78542,                0.82669,                0.46703,                   1.54,                0.84321,                 1.6628,                 1.6119,                0.98782,                 1.6481,             0.00014375,             0.00014375,             0.00014375
                     63,                0.51511,                0.28699,                0.88137,                0.53137,                0.24635,                0.88268,                0.88894,                0.76705,                0.83842,                0.47331,                 1.5389,                0.84094,                 1.6499,                 1.6192,                 0.9488,                 1.6305,             0.00011281,             0.00011281,             0.00011281
                     64,                0.50186,                0.28218,                0.87194,                0.51338,                0.23763,                0.87443,                0.82634,                0.80833,                0.83522,                0.47025,                 1.5446,                0.85079,                 1.6645,                  1.611,                 0.9859,                 1.6226,             8.1875e-05,             8.1875e-05,             8.1875e-05
