                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3465,                 1.0752,                 1.3856,                 1.4065,                 1.3043,                 1.3621,                0.67984,                0.60849,                0.66845,                 0.3559,                 1.5923,                 1.2439,                  1.658,                 1.5781,                 1.4916,                 1.6175,              0.0017216,              0.0017216,              0.0017216
                     12,                 1.3167,                 1.0687,                 1.3606,                  1.349,                 1.2998,                 1.3309,                0.66036,                0.65566,                0.68408,                0.35425,                 1.6058,                 1.2799,                 1.5874,                 1.5944,                 1.4683,                 1.5443,              0.0016906,              0.0016906,              0.0016906
                     13,                 1.2818,                 1.0278,                 1.3413,                 1.3346,                 1.2365,                 1.3343,                0.68404,                0.61792,                0.63618,                0.36145,                 1.5034,                 1.3003,                 1.5685,                 1.4989,                 1.5458,                 1.5174,              0.0016597,              0.0016597,              0.0016597
                     14,                 1.2708,                0.98562,                 1.3413,                 1.3378,                 1.1638,                   1.34,                0.68887,                0.60377,                0.65693,                0.33204,                 1.6608,                 1.3026,                 1.6436,                 1.6753,                 1.4534,                 1.6009,              0.0016287,              0.0016287,              0.0016287
                     15,                 1.2809,                 0.9898,                 1.3376,                 1.3458,                  1.173,                 1.3372,                0.62663,                0.63208,                0.64759,                0.33016,                 1.6894,                 1.3185,                 1.6769,                 1.7087,                 1.4629,                 1.6503,              0.0015978,              0.0015978,              0.0015978
                     16,                 1.2329,                0.93323,                 1.3106,                 1.2983,                 1.0896,                 1.3044,                0.71609,                  0.625,                0.70668,                0.38999,                 1.5301,                 1.2325,                 1.5745,                 1.5189,                 1.3404,                 1.4989,              0.0015669,              0.0015669,              0.0015669
                     17,                 1.2167,                0.88762,                 1.2865,                 1.2735,                 1.0518,                 1.2809,                0.75337,                0.66981,                0.75061,                0.39964,                 1.4913,                 1.1019,                 1.5585,                 1.4898,                  1.273,                 1.5286,              0.0015359,              0.0015359,              0.0015359
                     18,                 1.2238,                0.90479,                 1.3026,                 1.3001,                 1.0549,                 1.3104,                0.80801,                 0.7217,                0.80984,                0.42998,                 1.4669,                 1.0515,                 1.5062,                 1.5114,                 1.1581,                 1.4969,               0.001505,               0.001505,               0.001505
                     19,                 1.2026,                0.87863,                 1.2765,                 1.2764,                 1.0342,                 1.2932,                0.75346,                0.64151,                0.73906,                0.42772,                  1.474,                 1.0415,                 1.5147,                 1.4805,                 1.2069,                 1.5024,              0.0014741,              0.0014741,              0.0014741
                     20,                 1.2031,                0.87427,                 1.2879,                 1.2855,                 1.0404,                  1.307,                0.78747,                0.71934,                0.77454,                 0.4061,                 1.6088,                 1.0822,                 1.6177,                 1.6528,                 1.1629,                 1.6208,              0.0014431,              0.0014431,              0.0014431
                     21,                 1.1575,                0.84497,                 1.2623,                 1.2329,                0.99316,                 1.2805,                0.75645,                0.66274,                0.73553,                0.42525,                 1.4591,                 1.1406,                 1.5173,                 1.4865,                 1.1759,                  1.506,              0.0014122,              0.0014122,              0.0014122
                     22,                 1.1386,                0.80756,                 1.2421,                 1.2285,                0.92606,                 1.2711,                0.76006,                0.75458,                0.79051,                0.43822,                 1.5035,                 1.0212,                 1.5689,                 1.5306,                 1.0843,                 1.5755,              0.0013813,              0.0013813,              0.0013813
                     23,                 1.0991,                0.78212,                 1.2176,                 1.1819,                0.90477,                 1.2312,                0.83547,                0.58726,                0.73037,                0.38608,                 1.6407,                 1.1279,                 1.6773,                  1.632,                 1.2729,                  1.623,              0.0013503,              0.0013503,              0.0013503
                     24,                 1.1193,                0.76332,                 1.2246,                 1.1961,                0.89233,                 1.2346,                0.76648,                0.71995,                0.76543,                0.41919,                 1.5525,                 1.0101,                 1.6321,                 1.5983,                 1.0945,                 1.6174,              0.0013194,              0.0013194,              0.0013194
                     25,                 1.1141,                0.76945,                 1.2195,                 1.1807,                0.88189,                 1.2365,                0.79568,                0.72559,                0.78209,                0.42933,                 1.4706,                0.97212,                 1.5126,                 1.5188,                 1.0561,                 1.4917,              0.0012884,              0.0012884,              0.0012884
                     26,                 1.0762,                 0.7375,                 1.2026,                 1.1644,                0.85032,                 1.2239,                 0.7775,                0.75822,                0.79791,                0.41035,                 1.6472,                0.96846,                 1.7148,                  1.677,                 1.1242,                 1.7192,              0.0012575,              0.0012575,              0.0012575
                     27,                 1.0844,                0.72995,                 1.2031,                 1.1613,                0.82135,                 1.2249,                0.78036,                0.66509,                0.73902,                 0.4099,                 1.6014,                 1.0715,                 1.6291,                 1.6547,                 1.1718,                 1.6209,              0.0012266,              0.0012266,              0.0012266
                     28,                 1.0711,                0.72353,                 1.1967,                 1.1607,                0.83905,                 1.2167,                0.73383,                0.74528,                0.78762,                0.45366,                 1.4652,                 1.0507,                 1.5084,                 1.5251,                 1.1147,                 1.5178,              0.0011956,              0.0011956,              0.0011956
                     29,                 1.0538,                0.71436,                 1.1834,                 1.1341,                0.81872,                 1.2069,                0.79006,                0.73349,                0.80152,                 0.4453,                 1.5244,                0.97624,                 1.6132,                  1.597,                 1.0756,                 1.6192,              0.0011647,              0.0011647,              0.0011647
                     30,                 1.0244,                0.68467,                 1.1638,                 1.0966,                0.78078,                 1.1814,                0.80352,                0.71376,                0.78389,                0.46553,                 1.4733,                0.96087,                 1.5571,                  1.511,                 1.0569,                 1.5503,              0.0011337,              0.0011337,              0.0011337
                     31,                 1.0042,                0.66425,                 1.1607,                 1.0839,                0.76699,                 1.1802,                0.80326,                0.72222,                0.80015,                0.45013,                 1.5287,                0.90859,                 1.6082,                 1.5514,                0.98358,                 1.5925,              0.0011028,              0.0011028,              0.0011028
                     32,                 1.0257,                0.67474,                 1.1598,                 1.1045,                0.78764,                 1.1854,                0.80186,                0.74057,                0.79755,                0.45588,                 1.4583,                0.95444,                 1.5154,                 1.4739,                  1.105,                 1.5241,              0.0010719,              0.0010719,              0.0010719
                     33,                0.98525,                0.64461,                 1.1421,                 1.0644,                 0.7299,                 1.1728,                0.67944,                0.67217,                0.68348,                0.35268,                 1.6515,                 1.0957,                 1.7054,                 1.6467,                 1.2763,                 1.6686,              0.0010409,              0.0010409,              0.0010409
                     34,                0.97335,                0.64918,                  1.129,                 1.0504,                 0.7358,                 1.1529,                0.83892,                0.68788,                   0.78,                0.44168,                 1.5227,                0.97828,                 1.5876,                 1.5922,                 1.1379,                 1.6354,                0.00101,                0.00101,                0.00101
                     35,                0.96835,                0.65398,                 1.1261,                 1.0409,                 0.7341,                 1.1499,                0.81182,                0.79363,                0.83346,                0.47366,                  1.482,                0.87312,                 1.5761,                 1.5078,                0.97946,                 1.5677,             0.00097906,             0.00097906,             0.00097906
                     36,                0.96249,                0.63284,                 1.1339,                 1.0312,                0.72452,                 1.1521,                 0.7544,                0.76068,                0.77798,                0.45301,                 1.4201,                0.95396,                 1.5193,                 1.4838,                 1.0071,                 1.5267,             0.00094812,             0.00094812,             0.00094812
                     37,                0.94814,                0.61217,                 1.1229,                 1.0231,                0.70575,                 1.1452,                 0.8259,                0.71603,                0.80109,                 0.4573,                 1.4945,                0.88495,                 1.6004,                 1.5221,                 0.9911,                 1.5906,             0.00091719,             0.00091719,             0.00091719
                     38,                0.94637,                0.60299,                 1.1199,                 1.0246,                0.66852,                 1.1417,                0.78327,                0.80896,                0.82829,                0.47589,                 1.4572,                0.88998,                 1.5919,                 1.4829,                0.95102,                 1.5701,             0.00088625,             0.00088625,             0.00088625
                     39,                0.91235,                0.59235,                 1.0975,                0.98069,                0.67336,                 1.1195,                0.78047,                0.73821,                0.80314,                0.47637,                 1.4266,                0.89758,                 1.5394,                 1.4765,                 1.0128,                 1.5155,             0.00085531,             0.00085531,             0.00085531
                     40,                0.90805,                0.59249,                 1.0962,                 0.9815,                0.66192,                 1.1182,                0.85824,                0.72406,                0.81598,                0.46914,                  1.434,                 0.8609,                 1.5333,                 1.5011,                0.94484,                 1.5705,             0.00082438,             0.00082438,             0.00082438
                     41,                0.88699,                0.57495,                 1.0854,                0.95862,                0.63096,                 1.1111,                0.85556,                0.74042,                0.81387,                0.45408,                 1.5127,                0.89907,                 1.6143,                 1.5592,                 1.0668,                 1.6052,             0.00079344,             0.00079344,             0.00079344
                     42,                0.86409,                0.54655,                  1.073,                0.93466,                0.61392,                 1.0987,                0.73831,                0.74525,                0.78336,                0.42532,                 1.5372,                0.95742,                 1.6676,                 1.6223,                 1.0506,                 1.6935,              0.0007625,              0.0007625,              0.0007625
                     43,                0.87963,                0.55189,                 1.0795,                0.95578,                0.60164,                 1.1061,                0.81515,                0.76179,                0.80213,                0.45678,                 1.5359,                 0.8875,                 1.6475,                  1.572,                 1.0253,                 1.6267,             0.00073156,             0.00073156,             0.00073156
                     44,                 0.8519,                0.53948,                 1.0698,                0.92061,                0.59787,                 1.0921,                0.81727,                0.76887,                0.82383,                0.47637,                  1.435,                 0.8909,                 1.5591,                 1.4622,                0.99708,                  1.551,             0.00070063,             0.00070063,             0.00070063
                     45,                0.85176,                0.53108,                 1.0639,                0.92101,                0.58845,                  1.084,                 0.8393,                0.77123,                0.82153,                0.48751,                 1.4684,                0.87357,                 1.5771,                 1.4908,                0.96105,                 1.5558,             0.00066969,             0.00066969,             0.00066969
                     46,                0.83443,                0.53243,                  1.061,                0.89862,                0.58876,                 1.0779,                0.79417,                0.76887,                0.79969,                0.47294,                 1.4311,                 0.8762,                 1.5403,                 1.4687,                0.99672,                 1.5359,             0.00063875,             0.00063875,             0.00063875
                     47,                0.80706,                0.50528,                 1.0382,                0.86659,                0.54349,                 1.0548,                0.81806,                0.78538,                0.81783,                0.47451,                 1.4476,                0.85486,                 1.5788,                 1.4913,                 0.9196,                 1.5585,             0.00060781,             0.00060781,             0.00060781
                     48,                0.81068,                0.51656,                 1.0415,                 0.8851,                0.56932,                 1.0635,                0.80748,                0.73201,                0.78555,                0.44553,                 1.4928,                0.90055,                 1.6444,                  1.532,                0.99737,                 1.6228,             0.00057688,             0.00057688,             0.00057688
                     49,                0.79553,                0.50389,                 1.0304,                0.85802,                0.54376,                 1.0466,                0.75348,                0.76179,                0.77613,                0.46878,                  1.463,                0.91447,                  1.607,                  1.473,                 1.0223,                 1.5723,             0.00054594,             0.00054594,             0.00054594
                     50,                0.78416,                0.48862,                  1.033,                0.84707,                0.52999,                 1.0589,                0.81999,                0.73349,                 0.8081,                0.46131,                 1.5185,                0.89831,                  1.638,                 1.5495,                 1.0136,                 1.6215,               0.000515,               0.000515,               0.000515
                     51,                0.77761,                0.48451,                 1.0346,                0.83813,                0.51115,                 1.0574,                0.81358,                0.78538,                0.80382,                 0.4569,                 1.5045,                0.91153,                  1.633,                 1.5328,                 1.1125,                 1.6258,             0.00048406,             0.00048406,             0.00048406
                     52,                0.77325,                0.46948,                 1.0268,                0.84164,                0.50282,                 1.0541,                 0.8259,                0.73585,                0.79786,                0.45333,                 1.5489,                0.87426,                  1.666,                 1.5863,                 1.0158,                 1.6532,             0.00045313,             0.00045313,             0.00045313
                     53,                0.75827,                0.46696,                 1.0195,                0.81584,                0.49449,                 1.0437,                0.82601,                0.72777,                0.78941,                0.45694,                 1.5037,                0.93664,                 1.6132,                  1.545,                0.99763,                 1.6153,             0.00042219,             0.00042219,             0.00042219
                     54,                0.71726,                0.45655,                0.99938,                0.78683,                0.50479,                  1.024,                0.84234,                   0.75,                0.81651,                 0.4709,                 1.4738,                0.89227,                 1.6124,                 1.5167,                 0.9838,                 1.5999,             0.00039125,             0.00039125,             0.00039125
                     55,                0.68315,                0.39057,                0.95308,                0.71562,                0.37823,                0.96667,                0.82841,                0.68319,                0.77694,                0.43357,                 1.5559,                0.86519,                 1.7566,                  1.606,                 1.0474,                 1.7343,             0.00036031,             0.00036031,             0.00036031
                     56,                0.62978,                0.34808,                0.91877,                0.65588,                0.31593,                  0.928,                0.83342,                0.74528,                0.81805,                0.46803,                 1.4764,                0.85796,                 1.6194,                 1.5356,                0.98049,                 1.6229,             0.00032938,             0.00032938,             0.00032938
                     57,                 0.6091,                0.34064,                0.91914,                0.63729,                0.30862,                0.92746,                0.82856,                 0.7523,                0.80505,                0.46656,                 1.4549,                0.81599,                 1.6481,                 1.5229,                0.97982,                 1.6444,             0.00029844,             0.00029844,             0.00029844
                     58,                0.59074,                0.32714,                0.91836,                0.62013,                0.30317,                0.93044,                0.83225,                0.75943,                0.81874,                0.46508,                  1.489,                0.80367,                 1.6699,                 1.5673,                0.93071,                 1.6672,              0.0002675,              0.0002675,              0.0002675
                     59,                0.58337,                0.32593,                0.91001,                0.61309,                0.29561,                0.92143,                0.85962,                0.73655,                0.82974,                0.46503,                 1.5059,                0.82259,                   1.69,                 1.5462,                0.91376,                 1.6716,             0.00023656,             0.00023656,             0.00023656
                     60,                0.57371,                0.31426,                 0.9025,                0.60404,                0.28567,                0.91472,                  0.801,                   0.75,                0.79334,                 0.4594,                 1.5026,                0.86351,                 1.6913,                 1.5404,                 1.0221,                 1.6581,             0.00020562,             0.00020562,             0.00020562
                     61,                0.55838,                0.31446,                0.89408,                0.58121,                0.27325,                  0.904,                0.80536,                0.72877,                0.79615,                0.45864,                  1.483,                0.86411,                 1.6645,                 1.5241,                 1.0303,                 1.6645,             0.00017469,             0.00017469,             0.00017469
                     62,                0.54098,                0.30279,                0.89406,                 0.5601,                 0.2685,                0.90362,                0.81854,                0.73408,                0.79819,                 0.4609,                 1.5063,                0.86831,                 1.7128,                 1.5438,                 1.0886,                 1.6863,             0.00014375,             0.00014375,             0.00014375
                     63,                0.53996,                 0.3018,                 0.8852,                0.56154,                0.26956,                0.89414,                0.83581,                0.73821,                0.80173,                0.45362,                 1.5338,                0.84961,                 1.7609,                 1.5736,                 1.0381,                 1.7341,             0.00011281,             0.00011281,             0.00011281
                     64,                0.52766,                0.29713,                0.88149,                 0.5514,                0.26193,                0.88795,                0.84808,                0.71698,                0.79301,                0.45393,                 1.5263,                0.85825,                 1.7448,                 1.5624,                 1.0746,                 1.7116,             8.1875e-05,             8.1875e-05,             8.1875e-05
